4.761167,7009.666657,56.758888,1777.095749
6.793781,13776.019229,62.099517,2634.834852
4.636474,4811.810397,48.801769,1677.608000
5.149149,8669.830371,52.819471,1956.265358
5.669779,6602.232402,59.266777,2057.250656
7.724719,25667.802411,70.154582,3287.035262
6.961725,40425.861685,75.052435,3478.926882
6.744288,36218.690625,73.941342,3282.943562
2.727149,9423.221038,76.763694,1172.515042
3.187107,10122.435901,78.703095,1340.961893
5.773385,8396.679028,63.056162,2141.445172
17.141363,50016.827059,80.960919,7062.672688
1.447739,1399.253668,31.382818,556.449591
1.893164,1687.273381,35.656710,705.769108
4.788964,10420.638588,52.039615,1892.790964
