4.584337,49135426.639492,3221.571349,3158069.302711,397860.883552,100865.978319,12456848.820861,7009.666657,56.758888,1777.095749
7.114132,189778705.798169,3856.350017,6942354.697518,855484.140871,163621.971795,36297535.586962,13776.019229,62.099517,2634.834852
5.153216,23153519.293560,2381.612705,2814368.602182,234824.861781,81870.238909,8072331.616689,4811.810397,48.801769,1677.608000
5.601723,75165958.662393,2789.896514,3826974.149664,457935.853601,103328.901270,16960488.811815,8669.830371,52.819471,1956.265358
5.827985,43589472.694984,3512.550911,4232280.260558,391293.038558,121926.616802,13582446.939161,6602.232402,59.266777,2057.250656
7.643656,658836080.628849,4921.665327,10804600.811194,1800713.940160,230600.583663,84370971.614689,25667.802411,70.154582,3287.035262
7.335877,1634250293.001181,5632.868052,12102932.250307,3034059.370574,261101.934896,140638616.945126,40425.861685,75.052435,3478.926882
6.773155,1311793550.603451,5467.321988,10777718.430021,2678058.573497,242745.251146,118903917.205115,36218.690625,73.941342,3282.943562
2.350503,88797094.725016,5892.664660,1374791.523370,723361.252776,90006.585453,11048868.409383,9423.221038,76.763694,1172.515042
3.040071,102463708.576800,6194.177137,1798178.798169,796667.032720,105537.851028,13573800.806871,10122.435901,78.703095,1340.961893
5.683805,70504218.704249,3976.079628,4585787.423685,529462.357186,135031.314715,17981027.764026,8396.679028,63.056162,2141.445172
16.719758,2501682989.078274,6554.670361,49881345.501039,4049408.270354,571800.469482,353252478.423415,50016.827059,80.960919,7062.672688
1.054567,1957910.827234,984.881282,309636.147767,43912.523571,17462.956402,778614.131786,1399.253668,31.382818,556.449591
1.386183,2846891.463601,1271.400938,498110.034258,60162.616931,25165.404121,1190825.429886,1687.273381,35.656710,705.769108
5.130984,108589708.577411,2708.121570,3582657.634617,542286.024241,98500.113799,19724090.561435,10420.638588,52.039615,1892.790964
